"","source","KABB--07-25-2017-20-58-00.txt","KABB--07-25-2017-21-28-00.txt","KAEF--07-25-2017-17-58-00.txt","KAEF--07-25-2017-22-58-00.txt","KATU--07-25-2017-17-58-00.txt","KATU--07-25-2017-18-28-00.txt","KATV--07-25-2017-16-58-00.txt","KATV--07-25-2017-17-58-00.txt","KBAK--07-25-2017-16-58-00.txt","KBAK--07-25-2017-17-28-00.txt","KBFX--07-25-2017-21-58-00.txt","KBFX--07-25-2017-22-28-00.txt","KBOI--07-25-2017-15-58-00.txt","KBOI--07-25-2017-21-58-00.txt","KBTV--07-25-2017-21-28-00.txt","KBVU--07-25-2017-21-58-00.txt","KCVU--07-25-2017-21-58-00.txt","KDBC--07-25-2017-21-58-00.txt","KDBC--07-25-2017-22-28-00.txt","KDSM--07-25-2017-20-58-00.txt","KDSM--07-25-2017-21-28-00.txt","KECI--07-25-2017-16-58-00.txt","KECI--07-25-2017-17-58-00.txt","KEPR--07-25-2017-17-58-00.txt","KEPR--07-25-2017-22-58-00.txt","KEYE--07-25-2017-18-28-00.txt","KEYE--07-25-2017-21-58-00.txt","KFDM--07-25-2017-16-58-00.txt","KFDM--07-25-2017-21-58-00.txt","KFOX--07-25-2017-20-58-00.txt","KFOX--07-25-2017-21-28-00.txt","KFXA--07-25-2017-20-58-00.txt","KFXA--07-25-2017-21-28-00.txt","KFXL--07-25-2017-20-58-00.txt","KGAN--07-25-2017-17-58-00.txt","KGAN--07-25-2017-21-58-00.txt","KGBT--07-25-2017-17-58-00.txt","KGBT--07-25-2017-21-58-00.txt","KHQA--07-25-2017-17-58-00.txt","KHQA--07-25-2017-21-58-00.txt","KMEG--07-25-2017-16-58-00.txt","KMEG--07-25-2017-21-58-00.txt","KMPH--07-25-2017-21-58-00.txt","KMPH--07-25-2017-22-28-00.txt","KMTR--07-25-2017-18-28-00.txt","KMTR--07-25-2017-22-58-00.txt","KODE--07-25-2017-16-58-00.txt","KOKH--07-25-2017-20-58-00.txt","KOKH--07-25-2017-21-28-00.txt","KOMO--07-25-2017-16-28-00.txt"
"1272","around",NA,NA,"around","around",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"around",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","special",NA,NA,"special","special",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"special",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","agents",NA,NA,"agents","agents",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agents",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","served",NA,NA,"served","served",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"served",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","search",NA,NA,"search","search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"search",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","warrant",NA,NA,"warrant","warrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"warrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","on",NA,NA,"on","on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","the",NA,NA,"the","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","block",NA,NA,"block","block",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"block",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","of",NA,NA,"of","of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","newberg",NA,NA,"newberg","newberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"newberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","road",NA,NA,"road","road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","in",NA,NA,"in","in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","fortuna",NA,NA,"fortuna","fortuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fortuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","end",NA,NA,"end","end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"end",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","wipe",NA,NA,"wipe","wipe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wipe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","vo",NA,NA,"vo","vo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"vo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","officials",NA,NA,"officials","officials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"officials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","say",NA,NA,"say","say",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"say",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","when",NA,NA,"when","when",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"when",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","they",NA,NA,"they","they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","got",NA,NA,"got","got",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"got",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","to",NA,NA,"to","to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","the",NA,NA,"the","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","scene",NA,NA,"scene","scene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scene",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","they",NA,NA,"they","they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","found",NA,NA,"found","found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","just",NA,NA,"just","just",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"just",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","who",NA,NA,"who","who",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"who",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","they",NA,NA,"they","they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","were",NA,NA,"were","were",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"were",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","looking",NA,NA,"looking","looking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"looking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","for",NA,NA,"for","for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","this",NA,NA,"this","this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","man",NA,NA,"man","man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","year",NA,NA,"year","year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","old",NA,NA,"old","old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","joaquin",NA,NA,"joaquin","joaquin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"joaquin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","they",NA,NA,"they","they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","also",NA,NA,"also","also",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"also",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","found",NA,NA,"found","found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","his",NA,NA,"his","his",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"his",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","girlfriend",NA,NA,"girlfriend","girlfriend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"girlfriend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","who",NA,NA,"who","who",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"who",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","lives",NA,NA,"lives","lives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","with",NA,NA,"with","with",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"with",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","him",NA,NA,"him","him",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"him",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","and",NA,NA,"and","and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","her",NA,NA,"her","her",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"her",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","son",NA,NA,"son","son",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"son",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","and",NA,NA,"and","and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","not",NA,NA,"not","not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","all",NA,NA,"all","all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","they",NA,NA,"they","they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","found",NA,NA,"found","found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","special",NA,NA,"special","special",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"special",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","agents",NA,NA,"agents","agents",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agents",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","telling",NA,NA,"telling","telling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"telling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","us",NA,NA,"us","us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","they",NA,NA,"they","they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","found",NA,NA,"found","found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","these",NA,NA,"these","these",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"these",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","drugs",NA,NA,"drugs","drugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drugs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","pound",NA,NA,"pound","pound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","of",NA,NA,"of","of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","suspected",NA,NA,"suspected","suspected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"suspected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","heroin",NA,NA,"heroin","heroin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"heroin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","pounds",NA,NA,"pounds","pounds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pounds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","of",NA,NA,"of","of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","suspected",NA,NA,"suspected","suspected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"suspected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","meth",NA,NA,"meth","meth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","and",NA,NA,"and","and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","pound",NA,NA,"pound","pound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","of",NA,NA,"of","of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","suspected",NA,NA,"suspected","suspected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"suspected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","concentrated",NA,NA,"concentrated","concentrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"concentrated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","cannabis",NA,NA,"cannabis","cannabis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cannabis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","they",NA,NA,"they","they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"they",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","also",NA,NA,"also","also",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"also",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351","found",NA,NA,"found","found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","loaded",NA,NA,"loaded","loaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"loaded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","fire",NA,NA,"fire","fire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
